dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1991-09-01,15.693,0.35600000000000004,Groningen,Netherlands,53.84N,6.82E
1991-10-01,11.017,0.197,Groningen,Netherlands,53.84N,6.82E
1991-11-01,7.093,0.242,Groningen,Netherlands,53.84N,6.82E
1991-12-01,5.308,0.227,Groningen,Netherlands,53.84N,6.82E
1992-01-01,4.434,0.274,Groningen,Netherlands,53.84N,6.82E
1992-02-01,5.246,0.365,Groningen,Netherlands,53.84N,6.82E
1992-03-01,5.7620000000000005,0.244,Groningen,Netherlands,53.84N,6.82E
1992-04-01,6.9579999999999975,0.2,Groningen,Netherlands,53.84N,6.82E
1992-05-01,13.033,0.332,Groningen,Netherlands,53.84N,6.82E
1992-06-01,16.333,0.374,Groningen,Netherlands,53.84N,6.82E
1992-07-01,17.375999999999998,0.35700000000000004,Groningen,Netherlands,53.84N,6.82E
1992-08-01,17.483,0.419,Groningen,Netherlands,53.84N,6.82E
1992-09-01,15.014,0.457,Groningen,Netherlands,53.84N,6.82E
1992-10-01,9.224,0.415,Groningen,Netherlands,53.84N,6.82E
1992-11-01,8.613,0.445,Groningen,Netherlands,53.84N,6.82E
1992-12-01,5.062,0.493,Groningen,Netherlands,53.84N,6.82E
1993-01-01,4.647,0.277,Groningen,Netherlands,53.84N,6.82E
1993-02-01,2.934,0.252,Groningen,Netherlands,53.84N,6.82E
1993-03-01,4.502000000000002,0.153,Groningen,Netherlands,53.84N,6.82E
1993-04-01,8.850999999999997,0.272,Groningen,Netherlands,53.84N,6.82E
1993-05-01,12.122,0.268,Groningen,Netherlands,53.84N,6.82E
1993-06-01,13.56,0.214,Groningen,Netherlands,53.84N,6.82E
1993-07-01,14.81,0.28300000000000003,Groningen,Netherlands,53.84N,6.82E
1993-08-01,14.959000000000001,0.293,Groningen,Netherlands,53.84N,6.82E
1993-09-01,13.357,0.18,Groningen,Netherlands,53.84N,6.82E
1993-10-01,10.009,0.234,Groningen,Netherlands,53.84N,6.82E
1993-11-01,3.9330000000000003,0.34600000000000003,Groningen,Netherlands,53.84N,6.82E
1993-12-01,5.5829999999999975,0.285,Groningen,Netherlands,53.84N,6.82E
1994-01-01,5.704,0.589,Groningen,Netherlands,53.84N,6.82E
1994-02-01,0.964,0.233,Groningen,Netherlands,53.84N,6.82E
1994-03-01,5.772,0.335,Groningen,Netherlands,53.84N,6.82E
1994-04-01,7.269,0.285,Groningen,Netherlands,53.84N,6.82E
1994-05-01,10.529000000000002,0.18600000000000005,Groningen,Netherlands,53.84N,6.82E
1994-06-01,13.259,0.303,Groningen,Netherlands,53.84N,6.82E
1994-07-01,19.827,0.18600000000000005,Groningen,Netherlands,53.84N,6.82E
1994-08-01,17.625,0.16,Groningen,Netherlands,53.84N,6.82E
1994-09-01,14.345999999999998,0.187,Groningen,Netherlands,53.84N,6.82E
1994-10-01,10.146,0.245,Groningen,Netherlands,53.84N,6.82E
1994-11-01,9.946,0.211,Groningen,Netherlands,53.84N,6.82E
1994-12-01,6.655,0.179,Groningen,Netherlands,53.84N,6.82E
1995-01-01,3.821,0.238,Groningen,Netherlands,53.84N,6.82E
1995-02-01,6.035,0.391,Groningen,Netherlands,53.84N,6.82E
1995-03-01,4.442,0.23,Groningen,Netherlands,53.84N,6.82E
1995-04-01,7.017,0.194,Groningen,Netherlands,53.84N,6.82E
1995-05-01,10.439,0.305,Groningen,Netherlands,53.84N,6.82E
1995-06-01,12.903,0.297,Groningen,Netherlands,53.84N,6.82E
1995-07-01,18.172,0.29,Groningen,Netherlands,53.84N,6.82E
1995-08-01,18.87,0.163,Groningen,Netherlands,53.84N,6.82E
1995-09-01,15.018,0.393,Groningen,Netherlands,53.84N,6.82E
1995-10-01,13.738,0.165,Groningen,Netherlands,53.84N,6.82E
1995-11-01,7.535,0.218,Groningen,Netherlands,53.84N,6.82E
1995-12-01,0.3500000000000005,0.341,Groningen,Netherlands,53.84N,6.82E
1996-01-01,-0.3919999999999999,0.331,Groningen,Netherlands,53.84N,6.82E
1996-02-01,-0.902,0.306,Groningen,Netherlands,53.84N,6.82E
1996-03-01,1.52,0.23,Groningen,Netherlands,53.84N,6.82E
1996-04-01,6.9270000000000005,0.333,Groningen,Netherlands,53.84N,6.82E
1996-05-01,8.538,0.23,Groningen,Netherlands,53.84N,6.82E
1996-06-01,13.161,0.235,Groningen,Netherlands,53.84N,6.82E
1996-07-01,15.114999999999998,0.222,Groningen,Netherlands,53.84N,6.82E
1996-08-01,17.936,0.253,Groningen,Netherlands,53.84N,6.82E
1996-09-01,13.412,0.229,Groningen,Netherlands,53.84N,6.82E
1996-10-01,11.876,0.19,Groningen,Netherlands,53.84N,6.82E
1996-11-01,7.457000000000002,0.173,Groningen,Netherlands,53.84N,6.82E
1996-12-01,1.9560000000000004,0.247,Groningen,Netherlands,53.84N,6.82E
1997-01-01,0.23399999999999999,0.328,Groningen,Netherlands,53.84N,6.82E
1997-02-01,5.4179999999999975,0.391,Groningen,Netherlands,53.84N,6.82E
1997-03-01,5.7379999999999995,0.364,Groningen,Netherlands,53.84N,6.82E
1997-04-01,5.949,0.295,Groningen,Netherlands,53.84N,6.82E
1997-05-01,10.389,0.249,Groningen,Netherlands,53.84N,6.82E
1997-06-01,14.305,0.231,Groningen,Netherlands,53.84N,6.82E
1997-07-01,17.073999999999998,0.251,Groningen,Netherlands,53.84N,6.82E
1997-08-01,20.593000000000004,0.31,Groningen,Netherlands,53.84N,6.82E
1997-09-01,14.864,0.212,Groningen,Netherlands,53.84N,6.82E
1997-10-01,10.488,0.278,Groningen,Netherlands,53.84N,6.82E
1997-11-01,6.9910000000000005,0.29100000000000004,Groningen,Netherlands,53.84N,6.82E
1997-12-01,5.5,0.306,Groningen,Netherlands,53.84N,6.82E
1998-01-01,5.449,0.36,Groningen,Netherlands,53.84N,6.82E
1998-02-01,6.355,0.404,Groningen,Netherlands,53.84N,6.82E
1998-03-01,6.251,0.16,Groningen,Netherlands,53.84N,6.82E
1998-04-01,7.653,0.274,Groningen,Netherlands,53.84N,6.82E
1998-05-01,12.157,0.24,Groningen,Netherlands,53.84N,6.82E
1998-06-01,14.392999999999999,0.225,Groningen,Netherlands,53.84N,6.82E
1998-07-01,15.129,0.231,Groningen,Netherlands,53.84N,6.82E
1998-08-01,15.934000000000001,0.199,Groningen,Netherlands,53.84N,6.82E
1998-09-01,14.827,0.212,Groningen,Netherlands,53.84N,6.82E
1998-10-01,10.562999999999999,0.18600000000000005,Groningen,Netherlands,53.84N,6.82E
1998-11-01,5.1110000000000015,0.221,Groningen,Netherlands,53.84N,6.82E
1998-12-01,4.748,0.307,Groningen,Netherlands,53.84N,6.82E
1999-01-01,5.5470000000000015,0.302,Groningen,Netherlands,53.84N,6.82E
1999-02-01,3.3360000000000003,0.177,Groningen,Netherlands,53.84N,6.82E
1999-03-01,5.962999999999999,0.265,Groningen,Netherlands,53.84N,6.82E
1999-04-01,8.124,0.236,Groningen,Netherlands,53.84N,6.82E
1999-05-01,11.571,0.231,Groningen,Netherlands,53.84N,6.82E
1999-06-01,13.336,0.361,Groningen,Netherlands,53.84N,6.82E
1999-07-01,17.637,0.359,Groningen,Netherlands,53.84N,6.82E
1999-08-01,17.495,0.215,Groningen,Netherlands,53.84N,6.82E
1999-09-01,18.184,0.118,Groningen,Netherlands,53.84N,6.82E
1999-10-01,11.700999999999999,0.262,Groningen,Netherlands,53.84N,6.82E
1999-11-01,8.318,0.232,Groningen,Netherlands,53.84N,6.82E
1999-12-01,5.817,0.16,Groningen,Netherlands,53.84N,6.82E
2000-01-01,5.332000000000002,0.312,Groningen,Netherlands,53.84N,6.82E
2000-02-01,5.7879999999999985,0.268,Groningen,Netherlands,53.84N,6.82E
2000-03-01,5.822,0.239,Groningen,Netherlands,53.84N,6.82E
2000-04-01,8.253,0.219,Groningen,Netherlands,53.84N,6.82E
2000-05-01,12.535,0.271,Groningen,Netherlands,53.84N,6.82E
2000-06-01,14.052999999999999,0.203,Groningen,Netherlands,53.84N,6.82E
2000-07-01,14.602,0.314,Groningen,Netherlands,53.84N,6.82E
2000-08-01,16.918000000000006,0.318,Groningen,Netherlands,53.84N,6.82E
2000-09-01,15.624,0.202,Groningen,Netherlands,53.84N,6.82E
2000-10-01,12.445,0.257,Groningen,Netherlands,53.84N,6.82E
2000-11-01,9.004,0.29600000000000004,Groningen,Netherlands,53.84N,6.82E
2000-12-01,6.2890000000000015,0.473,Groningen,Netherlands,53.84N,6.82E
2001-01-01,3.489,0.214,Groningen,Netherlands,53.84N,6.82E
2001-02-01,3.583,0.287,Groningen,Netherlands,53.84N,6.82E
2001-03-01,3.359,0.241,Groningen,Netherlands,53.84N,6.82E
2001-04-01,6.398,0.226,Groningen,Netherlands,53.84N,6.82E
2001-05-01,11.238,0.172,Groningen,Netherlands,53.84N,6.82E
2001-06-01,12.898,0.265,Groningen,Netherlands,53.84N,6.82E
2001-07-01,17.365,0.192,Groningen,Netherlands,53.84N,6.82E
2001-08-01,18.142000000000003,0.177,Groningen,Netherlands,53.84N,6.82E
2001-09-01,14.144,0.224,Groningen,Netherlands,53.84N,6.82E
2001-10-01,14.655,0.246,Groningen,Netherlands,53.84N,6.82E
2001-11-01,8.919,0.252,Groningen,Netherlands,53.84N,6.82E
2001-12-01,4.481,0.306,Groningen,Netherlands,53.84N,6.82E
2002-01-01,5.144,0.392,Groningen,Netherlands,53.84N,6.82E
2002-02-01,6.58,0.324,Groningen,Netherlands,53.84N,6.82E
2002-03-01,6.129,0.172,Groningen,Netherlands,53.84N,6.82E
2002-04-01,7.757999999999999,0.226,Groningen,Netherlands,53.84N,6.82E
2002-05-01,11.932,0.187,Groningen,Netherlands,53.84N,6.82E
2002-06-01,15.22,0.145,Groningen,Netherlands,53.84N,6.82E
2002-07-01,16.759999999999998,0.245,Groningen,Netherlands,53.84N,6.82E
2002-08-01,19.629,0.184,Groningen,Netherlands,53.84N,6.82E
2002-09-01,16.211,0.139,Groningen,Netherlands,53.84N,6.82E
2002-10-01,9.996,0.226,Groningen,Netherlands,53.84N,6.82E
2002-11-01,7.8210000000000015,0.258,Groningen,Netherlands,53.84N,6.82E
2002-12-01,2.6630000000000003,0.27,Groningen,Netherlands,53.84N,6.82E
2003-01-01,3.084,0.206,Groningen,Netherlands,53.84N,6.82E
2003-02-01,1.3330000000000002,0.349,Groningen,Netherlands,53.84N,6.82E
2003-03-01,5.66,0.17800000000000002,Groningen,Netherlands,53.84N,6.82E
2003-04-01,7.862999999999999,0.282,Groningen,Netherlands,53.84N,6.82E
2003-05-01,11.452,0.287,Groningen,Netherlands,53.84N,6.82E
2003-06-01,15.937,0.34700000000000003,Groningen,Netherlands,53.84N,6.82E
2003-07-01,18.027,0.309,Groningen,Netherlands,53.84N,6.82E
2003-08-01,19.096,0.267,Groningen,Netherlands,53.84N,6.82E
2003-09-01,15.414,0.261,Groningen,Netherlands,53.84N,6.82E
2003-10-01,8.767000000000001,0.35,Groningen,Netherlands,53.84N,6.82E
2003-11-01,8.912,0.264,Groningen,Netherlands,53.84N,6.82E
2003-12-01,5.771000000000001,0.187,Groningen,Netherlands,53.84N,6.82E
2004-01-01,3.864,0.28800000000000003,Groningen,Netherlands,53.84N,6.82E
2004-02-01,4.686,0.149,Groningen,Netherlands,53.84N,6.82E
2004-03-01,5.1530000000000005,0.249,Groningen,Netherlands,53.84N,6.82E
2004-04-01,8.719999999999999,0.201,Groningen,Netherlands,53.84N,6.82E
2004-05-01,10.735,0.244,Groningen,Netherlands,53.84N,6.82E
2004-06-01,13.828,0.378,Groningen,Netherlands,53.84N,6.82E
2004-07-01,15.69,0.267,Groningen,Netherlands,53.84N,6.82E
2004-08-01,18.804000000000002,0.28,Groningen,Netherlands,53.84N,6.82E
2004-09-01,15.616,0.17,Groningen,Netherlands,53.84N,6.82E
2004-10-01,11.978,0.222,Groningen,Netherlands,53.84N,6.82E
2004-11-01,8.228,0.268,Groningen,Netherlands,53.84N,6.82E
2004-12-01,5.6400000000000015,0.2,Groningen,Netherlands,53.84N,6.82E
2005-01-01,5.971,0.29100000000000004,Groningen,Netherlands,53.84N,6.82E
2005-02-01,2.597,0.255,Groningen,Netherlands,53.84N,6.82E
2005-03-01,4.289,0.24,Groningen,Netherlands,53.84N,6.82E
2005-04-01,8.192,0.289,Groningen,Netherlands,53.84N,6.82E
2005-05-01,10.645,0.233,Groningen,Netherlands,53.84N,6.82E
2005-06-01,13.983,0.14400000000000002,Groningen,Netherlands,53.84N,6.82E
2005-07-01,16.814999999999998,0.201,Groningen,Netherlands,53.84N,6.82E
2005-08-01,16.040000000000006,0.099,Groningen,Netherlands,53.84N,6.82E
2005-09-01,16.252,0.16,Groningen,Netherlands,53.84N,6.82E
2005-10-01,13.802,0.18,Groningen,Netherlands,53.84N,6.82E
2005-11-01,8.88,0.277,Groningen,Netherlands,53.84N,6.82E
2005-12-01,5.573,0.282,Groningen,Netherlands,53.84N,6.82E
2006-01-01,2.101,0.322,Groningen,Netherlands,53.84N,6.82E
2006-02-01,2.866,0.252,Groningen,Netherlands,53.84N,6.82E
2006-03-01,2.236,0.21,Groningen,Netherlands,53.84N,6.82E
2006-04-01,6.752000000000002,0.16899999999999998,Groningen,Netherlands,53.84N,6.82E
2006-05-01,11.798,0.35600000000000004,Groningen,Netherlands,53.84N,6.82E
2006-06-01,14.286,0.255,Groningen,Netherlands,53.84N,6.82E
2006-07-01,20.012,0.295,Groningen,Netherlands,53.84N,6.82E
2006-08-01,17.074,0.285,Groningen,Netherlands,53.84N,6.82E
2006-09-01,18.331,0.214,Groningen,Netherlands,53.84N,6.82E
2006-10-01,14.515,0.08800000000000001,Groningen,Netherlands,53.84N,6.82E
2006-11-01,10.626,0.214,Groningen,Netherlands,53.84N,6.82E
2006-12-01,8.655000000000001,0.29100000000000004,Groningen,Netherlands,53.84N,6.82E
2007-01-01,7.678,0.329,Groningen,Netherlands,53.84N,6.82E
2007-02-01,5.523,0.299,Groningen,Netherlands,53.84N,6.82E
2007-03-01,7.499,0.246,Groningen,Netherlands,53.84N,6.82E
2007-04-01,10.32,0.315,Groningen,Netherlands,53.84N,6.82E
2007-05-01,11.807,0.299,Groningen,Netherlands,53.84N,6.82E
2007-06-01,15.912,0.278,Groningen,Netherlands,53.84N,6.82E
2007-07-01,16.177,0.313,Groningen,Netherlands,53.84N,6.82E
2007-08-01,17.224,0.125,Groningen,Netherlands,53.84N,6.82E
2007-09-01,14.757,0.269,Groningen,Netherlands,53.84N,6.82E
2007-10-01,11.071,0.119,Groningen,Netherlands,53.84N,6.82E
2007-11-01,8.357000000000001,0.221,Groningen,Netherlands,53.84N,6.82E
2007-12-01,5.7079999999999975,0.208,Groningen,Netherlands,53.84N,6.82E
2008-01-01,6.396,0.333,Groningen,Netherlands,53.84N,6.82E
2008-02-01,5.607,0.35200000000000004,Groningen,Netherlands,53.84N,6.82E
2008-03-01,5.207000000000002,0.332,Groningen,Netherlands,53.84N,6.82E
2008-04-01,7.33,0.14300000000000002,Groningen,Netherlands,53.84N,6.82E
2008-05-01,12.831,0.387,Groningen,Netherlands,53.84N,6.82E
2008-06-01,15.074000000000002,0.307,Groningen,Netherlands,53.84N,6.82E
2008-07-01,17.374000000000002,0.236,Groningen,Netherlands,53.84N,6.82E
2008-08-01,17.347,0.28800000000000003,Groningen,Netherlands,53.84N,6.82E
2008-09-01,14.784,0.277,Groningen,Netherlands,53.84N,6.82E
2008-10-01,11.390999999999998,0.132,Groningen,Netherlands,53.84N,6.82E
2008-11-01,8.573,0.235,Groningen,Netherlands,53.84N,6.82E
2008-12-01,4.285,0.29100000000000004,Groningen,Netherlands,53.84N,6.82E
2009-01-01,2.461,0.301,Groningen,Netherlands,53.84N,6.82E
2009-02-01,3.147,0.209,Groningen,Netherlands,53.84N,6.82E
2009-03-01,5.2,0.242,Groningen,Netherlands,53.84N,6.82E
2009-04-01,9.919,0.459,Groningen,Netherlands,53.84N,6.82E
2009-05-01,11.522,0.29600000000000004,Groningen,Netherlands,53.84N,6.82E
2009-06-01,13.657,0.3,Groningen,Netherlands,53.84N,6.82E
2009-07-01,17.246,0.364,Groningen,Netherlands,53.84N,6.82E
2009-08-01,18.322000000000006,0.244,Groningen,Netherlands,53.84N,6.82E
2009-09-01,15.864,0.19,Groningen,Netherlands,53.84N,6.82E
2009-10-01,10.878,0.208,Groningen,Netherlands,53.84N,6.82E
2009-11-01,10.211,0.33,Groningen,Netherlands,53.84N,6.82E
2009-12-01,3.75,0.21,Groningen,Netherlands,53.84N,6.82E
2010-01-01,-0.3770000000000002,0.326,Groningen,Netherlands,53.84N,6.82E
2010-02-01,0.5010000000000001,0.192,Groningen,Netherlands,53.84N,6.82E
2010-03-01,4.862,0.34700000000000003,Groningen,Netherlands,53.84N,6.82E
2010-04-01,7.535,0.195,Groningen,Netherlands,53.84N,6.82E
2010-05-01,8.775,0.228,Groningen,Netherlands,53.84N,6.82E
2010-06-01,13.864,0.237,Groningen,Netherlands,53.84N,6.82E
2010-07-01,18.712,0.293,Groningen,Netherlands,53.84N,6.82E
2010-08-01,16.815,0.334,Groningen,Netherlands,53.84N,6.82E
2010-09-01,14.313,0.196,Groningen,Netherlands,53.84N,6.82E
2010-10-01,11.360999999999999,0.252,Groningen,Netherlands,53.84N,6.82E
2010-11-01,6.627999999999999,0.222,Groningen,Netherlands,53.84N,6.82E
2010-12-01,-0.05799999999999982,0.392,Groningen,Netherlands,53.84N,6.82E
2011-01-01,3.424,0.409,Groningen,Netherlands,53.84N,6.82E
2011-02-01,3.074,0.25,Groningen,Netherlands,53.84N,6.82E
2011-03-01,4.5230000000000015,0.238,Groningen,Netherlands,53.84N,6.82E
2011-04-01,10.031,0.387,Groningen,Netherlands,53.84N,6.82E
2011-05-01,11.877,0.209,Groningen,Netherlands,53.84N,6.82E
2011-06-01,14.543,0.343,Groningen,Netherlands,53.84N,6.82E
2011-07-01,15.435,0.364,Groningen,Netherlands,53.84N,6.82E
2011-08-01,16.646,0.147,Groningen,Netherlands,53.84N,6.82E
2011-09-01,15.835,0.195,Groningen,Netherlands,53.84N,6.82E
2011-10-01,12.046,0.193,Groningen,Netherlands,53.84N,6.82E
2011-11-01,8.164,0.294,Groningen,Netherlands,53.84N,6.82E
2011-12-01,6.984,0.521,Groningen,Netherlands,53.84N,6.82E
2012-01-01,5.138999999999999,0.326,Groningen,Netherlands,53.84N,6.82E
2012-02-01,1.1909999999999998,0.25,Groningen,Netherlands,53.84N,6.82E
2012-03-01,6.577000000000001,0.295,Groningen,Netherlands,53.84N,6.82E
2012-04-01,6.7360000000000015,0.366,Groningen,Netherlands,53.84N,6.82E
2012-05-01,11.778,0.343,Groningen,Netherlands,53.84N,6.82E
2012-06-01,12.970999999999998,0.479,Groningen,Netherlands,53.84N,6.82E
2012-07-01,16.160999999999998,0.362,Groningen,Netherlands,53.84N,6.82E
2012-08-01,18.057000000000002,0.379,Groningen,Netherlands,53.84N,6.82E
2012-09-01,14.899,0.198,Groningen,Netherlands,53.84N,6.82E
2012-10-01,11.2,0.203,Groningen,Netherlands,53.84N,6.82E
2012-11-01,8.173,0.269,Groningen,Netherlands,53.84N,6.82E
2012-12-01,4.748,0.448,Groningen,Netherlands,53.84N,6.82E
2013-01-01,2.6910000000000003,0.242,Groningen,Netherlands,53.84N,6.82E
2013-02-01,1.722,0.257,Groningen,Netherlands,53.84N,6.82E
2013-03-01,0.935,0.335,Groningen,Netherlands,53.84N,6.82E
2013-04-01,5.678,0.366,Groningen,Netherlands,53.84N,6.82E
2013-05-01,9.653,0.5760000000000001,Groningen,Netherlands,53.84N,6.82E
2013-06-01,13.013,0.63,Groningen,Netherlands,53.84N,6.82E
2013-07-01,17.262,0.202,Groningen,Netherlands,53.84N,6.82E
2013-08-01,17.814,0.297,Groningen,Netherlands,53.84N,6.82E
2013-09-01,,,Groningen,Netherlands,53.84N,6.82E
1960-01-01,2.425,0.215,Haarlem,Netherlands,52.24N,5.26E
1960-02-01,3.083,0.245,Haarlem,Netherlands,52.24N,5.26E
1960-03-01,5.8580000000000005,0.34700000000000003,Haarlem,Netherlands,52.24N,5.26E
1960-04-01,8.870000000000003,0.226,Haarlem,Netherlands,52.24N,5.26E
1960-05-01,13.088,0.454,Haarlem,Netherlands,52.24N,5.26E
1960-06-01,16.281,0.342,Haarlem,Netherlands,52.24N,5.26E
1960-07-01,15.752999999999998,0.213,Haarlem,Netherlands,52.24N,5.26E
1960-08-01,16.073,0.451,Haarlem,Netherlands,52.24N,5.26E
1960-09-01,13.96,0.163,Haarlem,Netherlands,52.24N,5.26E
1960-10-01,10.681,0.193,Haarlem,Netherlands,52.24N,5.26E
1960-11-01,7.492000000000001,0.202,Haarlem,Netherlands,52.24N,5.26E
1960-12-01,2.766,0.161,Haarlem,Netherlands,52.24N,5.26E
1961-01-01,1.781,0.204,Haarlem,Netherlands,52.24N,5.26E
1961-02-01,6.159,0.361,Haarlem,Netherlands,52.24N,5.26E
1961-03-01,7.395,0.21600000000000005,Haarlem,Netherlands,52.24N,5.26E
1961-04-01,10.536,0.381,Haarlem,Netherlands,52.24N,5.26E
1961-05-01,11.182,0.588,Haarlem,Netherlands,52.24N,5.26E
1961-06-01,15.562999999999999,0.308,Haarlem,Netherlands,52.24N,5.26E
1961-07-01,15.719,0.241,Haarlem,Netherlands,52.24N,5.26E
1961-08-01,16.158,0.136,Haarlem,Netherlands,52.24N,5.26E
1961-09-01,16.965999999999998,0.214,Haarlem,Netherlands,52.24N,5.26E
1961-10-01,11.569,0.341,Haarlem,Netherlands,52.24N,5.26E
1961-11-01,4.896,0.301,Haarlem,Netherlands,52.24N,5.26E
1961-12-01,1.378,0.188,Haarlem,Netherlands,52.24N,5.26E
1962-01-01,3.2569999999999997,0.181,Haarlem,Netherlands,52.24N,5.26E
1962-02-01,2.806,0.146,Haarlem,Netherlands,52.24N,5.26E
1962-03-01,2.052,0.229,Haarlem,Netherlands,52.24N,5.26E
1962-04-01,7.943,0.235,Haarlem,Netherlands,52.24N,5.26E
1962-05-01,10.165,0.246,Haarlem,Netherlands,52.24N,5.26E
1962-06-01,13.72,0.467,Haarlem,Netherlands,52.24N,5.26E
1962-07-01,14.790999999999999,0.17800000000000002,Haarlem,Netherlands,52.24N,5.26E
1962-08-01,15.411,0.28800000000000003,Haarlem,Netherlands,52.24N,5.26E
1962-09-01,13.110999999999999,0.304,Haarlem,Netherlands,52.24N,5.26E
1962-10-01,10.732,0.477,Haarlem,Netherlands,52.24N,5.26E
1962-11-01,4.158,0.258,Haarlem,Netherlands,52.24N,5.26E
1962-12-01,-0.6990000000000003,0.265,Haarlem,Netherlands,52.24N,5.26E
1963-01-01,-5.634,0.249,Haarlem,Netherlands,52.24N,5.26E
1963-02-01,-3.723,0.277,Haarlem,Netherlands,52.24N,5.26E
1963-03-01,4.769,0.267,Haarlem,Netherlands,52.24N,5.26E
1963-04-01,8.787,0.273,Haarlem,Netherlands,52.24N,5.26E
1963-05-01,10.993,0.377,Haarlem,Netherlands,52.24N,5.26E
1963-06-01,15.69,0.355,Haarlem,Netherlands,52.24N,5.26E
1963-07-01,16.365,0.262,Haarlem,Netherlands,52.24N,5.26E
1963-08-01,15.667000000000002,0.123,Haarlem,Netherlands,52.24N,5.26E
1963-09-01,14.144,0.278,Haarlem,Netherlands,52.24N,5.26E
1963-10-01,9.54,0.266,Haarlem,Netherlands,52.24N,5.26E
1963-11-01,8.277999999999999,0.31,Haarlem,Netherlands,52.24N,5.26E
1963-12-01,-1.2119999999999995,0.29600000000000004,Haarlem,Netherlands,52.24N,5.26E
1964-01-01,0.54,0.287,Haarlem,Netherlands,52.24N,5.26E
1964-02-01,3.387,0.24,Haarlem,Netherlands,52.24N,5.26E
1964-03-01,2.8240000000000003,0.154,Haarlem,Netherlands,52.24N,5.26E
1964-04-01,8.841000000000003,0.211,Haarlem,Netherlands,52.24N,5.26E
1964-05-01,14.226,0.35,Haarlem,Netherlands,52.24N,5.26E
1964-06-01,15.489,0.319,Haarlem,Netherlands,52.24N,5.26E
1964-07-01,16.987000000000002,0.231,Haarlem,Netherlands,52.24N,5.26E
1964-08-01,16.46,0.24,Haarlem,Netherlands,52.24N,5.26E
1964-09-01,14.602,0.14300000000000002,Haarlem,Netherlands,52.24N,5.26E
1964-10-01,8.279,0.335,Haarlem,Netherlands,52.24N,5.26E
1964-11-01,6.369,0.208,Haarlem,Netherlands,52.24N,5.26E
1964-12-01,2.186,0.257,Haarlem,Netherlands,52.24N,5.26E
1965-01-01,2.535,0.13699999999999998,Haarlem,Netherlands,52.24N,5.26E
1965-02-01,1.994,0.183,Haarlem,Netherlands,52.24N,5.26E
1965-03-01,4.495,0.245,Haarlem,Netherlands,52.24N,5.26E
1965-04-01,7.6800000000000015,0.198,Haarlem,Netherlands,52.24N,5.26E
1965-05-01,12.039000000000001,0.293,Haarlem,Netherlands,52.24N,5.26E
1965-06-01,15.005,0.411,Haarlem,Netherlands,52.24N,5.26E
1965-07-01,15.215,0.382,Haarlem,Netherlands,52.24N,5.26E
1965-08-01,15.63,0.314,Haarlem,Netherlands,52.24N,5.26E
1965-09-01,13.337,0.199,Haarlem,Netherlands,52.24N,5.26E
1965-10-01,10.208,0.261,Haarlem,Netherlands,52.24N,5.26E
1965-11-01,2.716,0.2,Haarlem,Netherlands,52.24N,5.26E
1965-12-01,4.082,0.246,Haarlem,Netherlands,52.24N,5.26E
1966-01-01,0.058999999999999934,0.211,Haarlem,Netherlands,52.24N,5.26E
1966-02-01,4.16,0.5710000000000001,Haarlem,Netherlands,52.24N,5.26E
1966-03-01,5.206,0.264,Haarlem,Netherlands,52.24N,5.26E
1966-04-01,8.22,0.16699999999999998,Haarlem,Netherlands,52.24N,5.26E
1966-05-01,13.258,0.34700000000000003,Haarlem,Netherlands,52.24N,5.26E
1966-06-01,17.012999999999998,0.239,Haarlem,Netherlands,52.24N,5.26E
1966-07-01,15.727,0.41,Haarlem,Netherlands,52.24N,5.26E
1966-08-01,15.988,0.232,Haarlem,Netherlands,52.24N,5.26E
1966-09-01,14.164,0.322,Haarlem,Netherlands,52.24N,5.26E
1966-10-01,11.277,0.339,Haarlem,Netherlands,52.24N,5.26E
1966-11-01,4.526,0.3,Haarlem,Netherlands,52.24N,5.26E
1966-12-01,4.09,0.31,Haarlem,Netherlands,52.24N,5.26E
1967-01-01,2.9760000000000004,0.202,Haarlem,Netherlands,52.24N,5.26E
1967-02-01,5.142,0.373,Haarlem,Netherlands,52.24N,5.26E
1967-03-01,7.08,0.259,Haarlem,Netherlands,52.24N,5.26E
1967-04-01,7.263,0.313,Haarlem,Netherlands,52.24N,5.26E
1967-05-01,12.779000000000002,0.365,Haarlem,Netherlands,52.24N,5.26E
1967-06-01,14.606,0.261,Haarlem,Netherlands,52.24N,5.26E
1967-07-01,18.04,0.466,Haarlem,Netherlands,52.24N,5.26E
1967-08-01,16.733,0.331,Haarlem,Netherlands,52.24N,5.26E
1967-09-01,14.571,0.273,Haarlem,Netherlands,52.24N,5.26E
1967-10-01,11.675999999999998,0.172,Haarlem,Netherlands,52.24N,5.26E
1967-11-01,5.172999999999999,0.242,Haarlem,Netherlands,52.24N,5.26E
1967-12-01,3.044,0.261,Haarlem,Netherlands,52.24N,5.26E
1968-01-01,1.513,0.241,Haarlem,Netherlands,52.24N,5.26E
1968-02-01,1.5719999999999998,0.182,Haarlem,Netherlands,52.24N,5.26E
1968-03-01,6.224,0.193,Haarlem,Netherlands,52.24N,5.26E
1968-04-01,9.164,0.315,Haarlem,Netherlands,52.24N,5.26E
1968-05-01,11.101,0.298,Haarlem,Netherlands,52.24N,5.26E
1968-06-01,15.559,0.294,Haarlem,Netherlands,52.24N,5.26E
1968-07-01,16.421,0.225,Haarlem,Netherlands,52.24N,5.26E
